year,market,plant_id,capacity,quantity,investment,post_1990,population,market_capacity,market_quantity,n_plants,market_population,competitors_capacity
1994,9,39,1052,903,8,1,2590641,3580,3122,4,2590641,2528
1994,9,40,919,786,2,1,2590641,3580,3122,4,2590641,2661
1994,9,41,479,418,-5,1,2590641,3580,3122,4,2590641,3101
1994,9,42,1130,1015,3,1,2590641,3580,3122,4,2590641,2450
1995,9,39,1156,1000,104,1,2636783,3681,3217,4,2636783,2525
1995,9,40,916,819,-3,1,2636783,3681,3217,4,2636783,2765
1995,9,41,468,413,-11,1,2636783,3681,3217,4,2636783,3213
1995,9,42,1141,985,11,1,2636783,3681,3217,4,2636783,2540
1996,9,39,1165,1026,9,1,2683747,3670,3246,4,2683747,2505
1996,9,40,912,816,-4,1,2683747,3670,3246,4,2683747,2758
1996,9,41,461,396,-7,1,2683747,3670,3246,4,2683747,3209
1996,9,42,1132,1008,-9,1,2683747,3670,3246,4,2683747,2538
1997,9,39,1164,996,-2,1,2731547,3671,3202,4,2731547,2507
1997,9,40,916,791,4,1,2731547,3671,3202,4,2731547,2755
1997,9,41,465,408,4,1,2731547,3671,3202,4,2731547,3206
1997,9,42,1126,1007,-5,1,2731547,3671,3202,4,2731547,2545
1998,9,39,1170,1025,6,1,2780198,3679,3239,4,2780198,2509
1998,9,40,906,812,-11,1,2780198,3679,3239,4,2780198,2773
1998,9,41,467,419,2,1,2780198,3679,3239,4,2780198,3212
1998,9,42,1136,983,10,1,2780198,3679,3239,4,2780198,2543
1980,10,43,732,642,0,0,12849668,1642,1430,3,12849668,910
1980,10,44,346,297,0,0,12849668,1642,1430,3,12849668,1296
1980,10,45,564,491,0,0,12849668,1642,1430,3,12849668,1078
1981,10,43,723,636,-8,0,13015486,1661,1442,3,13015486,938
1981,10,44,350,302,4,0,13015486,1661,1442,3,13015486,1311
1981,10,45,588,504,24,0,13015486,1661,1442,3,13015486,1073
1982,10,43,706,613,-18,0,13183444,1705,1483,3,13183444,999
1982,10,44,413,355,64,0,13183444,1705,1483,3,13183444,1292
1982,10,45,586,515,-2,0,13183444,1705,1483,3,13183444,1119
1983,10,43,703,619,-3,0,13353568,1801,1590,3,13353568,1098
1983,10,44,414,360,0,0,13353568,1801,1590,3,13353568,1387
1983,10,45,684,611,98,0,13353568,1801,1590,3,13353568,1117
1984,10,43,698,619,-5,0,13525889,1791,1599,3,13525889,1093
1984,10,44,410,369,-3,0,13525889,1791,1599,3,13525889,1381
1984,10,45,683,611,-1,0,13525889,1791,1599,3,13525889,1108
1985,10,43,690,598,-8,0,13700433,1776,1567,3,13700433,1086
1985,10,44,408,366,-2,0,13700433,1776,1567,3,13700433,1368
1985,10,45,678,603,-5,0,13700433,1776,1567,3,13700433,1098
1986,10,43,680,608,-10,0,13877229,1663,1448,3,13877229,983
1986,10,44,410,351,2,0,13877229,1663,1448,3,13877229,1253
1986,10,45,573,489,-105,0,13877229,1663,1448,3,13877229,1090
1987,10,43,771,670,91,0,14056307,1754,1527,3,14056307,983
1987,10,44,408,351,-2,0,14056307,1754,1527,3,14056307,1346
1987,10,45,575,506,2,0,14056307,1754,1527,3,14056307,1179
1988,10,43,775,689,4,0,14237695,1752,1548,3,14237695,977
1988,10,44,408,351,0,0,14237695,1752,1548,3,14237695,1344
1988,10,45,569,508,-6,0,14237695,1752,1548,3,14237695,1183
1989,10,43,788,690,13,0,14421425,1755,1538,3,14421425,967
1989,10,44,404,355,-4,0,14421425,1755,1538,3,14421425,1351
1989,10,45,563,493,-5,0,14421425,1755,1538,3,14421425,1192
1990,10,43,793,694,5,1,14607525,1767,1563,3,14607525,974
1990,10,44,407,362,3,1,14607525,1767,1563,3,14607525,1360
1990,10,45,567,507,3,1,14607525,1767,1563,3,14607525,1200
1991,10,43,798,707,5,1,14796027,1774,1560,3,14796027,976
1991,10,44,406,365,-1,1,14796027,1774,1560,3,14796027,1368
1991,10,45,570,488,3,1,14796027,1774,1560,3,14796027,1204
1992,10,43,797,711,0,1,14986961,1772,1560,3,14986961,975
1992,10,44,410,357,4,1,14986961,1772,1560,3,14986961,1362
1992,10,45,565,492,-4,1,14986961,1772,1560,3,14986961,1207
1993,10,43,789,684,-9,1,15180359,1760,1525,3,15180359,971
1993,10,44,406,355,-4,1,15180359,1760,1525,3,15180359,1354
1993,10,45,565,486,0,1,15180359,1760,1525,3,15180359,1195
1994,10,43,775,685,-13,1,15376253,1739,1540,3,15376253,964
1994,10,44,405,360,-1,1,15376253,1739,1540,3,15376253,1334
1994,10,45,559,495,-6,1,15376253,1739,1540,3,15376253,1180
1995,10,43,769,660,-6,1,15574675,1692,1472,3,15574675,923
1995,10,44,376,335,-29,1,15574675,1692,1472,3,15574675,1316
1995,10,45,547,477,-12,1,15574675,1692,1472,3,15574675,1145
1996,10,43,768,690,-1,1,15775657,1689,1502,3,15775657,921
1996,10,44,372,333,-3,1,15775657,1689,1502,3,15775657,1317
1996,10,45,549,479,2,1,15775657,1689,1502,3,15775657,1140
1997,10,43,761,653,-7,1,15979233,1681,1462,3,15979233,920
1997,10,44,372,329,0,1,15979233,1681,1462,3,15979233,1309
1997,10,45,548,480,-1,1,15979233,1681,1462,3,15979233,1133
1998,10,43,755,649,-6,1,16185436,1677,1444,3,16185436,922
1998,10,44,375,321,3,1,16185436,1677,1444,3,16185436,1302
1998,10,45,547,474,-1,1,16185436,1677,1444,3,16185436,1130
1980,11,46,487,421,0,0,16437905,2327,2024,5,16437905,1840
1980,11,47,575,499,0,0,16437905,2327,2024,5,16437905,1752
1980,11,48,238,213,0,0,16437905,2327,2024,5,16437905,2089
1980,11,49,647,558,0,0,16437905,2327,2024,5,16437905,1680
1980,11,50,380,333,0,0,16437905,2327,2024,5,16437905,1947
1981,11,46,652,555,165,0,16668767,2490,2171,5,16668767,1838
1981,11,47,571,512,-5,0,16668767,2490,2171,5,16668767,1919
1981,11,48,236,205,-2,0,16668767,2490,2171,5,16668767,2254
1981,11,49,649,565,2,0,16668767,2490,2171,5,16668767,1841
1981,11,50,382,334,2,0,16668767,2490,2171,5,16668767,2108
1982,11,46,666,585,14,0,16902872,2519,2188,5,16902872,1853
1982,11,47,577,501,6,0,16902872,2519,2188,5,16902872,1942
1982,11,48,236,206,0,0,16902872,2519,2188,5,16902872,2283
1982,11,49,647,558,-3,0,16902872,2519,2188,5,16902872,1872
1982,11,50,393,338,11,0,16902872,2519,2188,5,16902872,2126
1983,11,46,670,583,4,0,17140264,2530,2223,5,17140264,1860
1983,11,47,576,505,-1,0,17140264,2530,2223,5,17140264,1954
1983,11,48,234,202,-2,0,17140264,2530,2223,5,17140264,2296
1983,11,49,657,584,10,0,17140264,2530,2223,5,17140264,1873
1983,11,50,393,349,0,0,17140264,2530,2223,5,17140264,2137
1984,11,46,664,578,-6,0,17380991,2488,2172,5,17380991,1824
1984,11,47,582,512,-702,0,17380991,2488,2172,5,17380991,1906
1984,11,48,196,167,-38,0,17380991,2488,2172,5,17380991,2292
1984,11,49,654,566,-3,0,17380991,2488,2172,5,17380991,1834
1984,11,50,392,349,0,0,17380991,2488,2172,5,17380991,2096
1985,11,46,659,571,-4,0,17625098,2495,2195,5,17625098,1836
1985,11,47,592,522,10,0,17625098,2495,2195,5,17625098,1903
1985,11,48,198,172,2,0,17625098,2495,2195,5,17625098,2297
1985,11,49,661,589,7,0,17625098,2495,2195,5,17625098,1834
1985,11,50,385,341,-7,0,17625098,2495,2195,5,17625098,2110
1986,11,46,665,586,6,0,17872634,2580,2261,5,17872634,1915
1986,11,47,592,521,0,0,17872634,2580,2261,5,17872634,1988
1986,11,48,248,219,50,0,17872634,2580,2261,5,17872634,2332
1986,11,49,666,570,5,0,17872634,2580,2261,5,17872634,1914
1986,11,50,409,365,24,0,17872634,2580,2261,5,17872634,2171
1987,11,46,654,582,-11,0,18123646,2559,2275,5,18123646,1905
1987,11,47,592,527,1,0,18123646,2559,2275,5,18123646,1967
1987,11,48,246,216,-2,0,18123646,2559,2275,5,18123646,2313
1987,11,49,661,588,-5,0,18123646,2559,2275,5,18123646,1898
1987,11,50,406,362,-3,0,18123646,2559,2275,5,18123646,2153
1988,11,46,691,589,37,0,18378184,2614,2257,5,18378184,1923
1988,11,47,607,520,14,0,18378184,2614,2257,5,18378184,2007
1988,11,48,244,213,-2,0,18378184,2614,2257,5,18378184,2370
1988,11,49,668,589,7,0,18378184,2614,2257,5,18378184,1946
1988,11,50,404,346,-2,0,18378184,2614,2257,5,18378184,2210
1989,11,46,702,615,11,0,18636296,2736,2419,5,18636296,2034
1989,11,47,606,540,-1,0,18636296,2736,2419,5,18636296,2130
1989,11,48,363,317,119,0,18636296,2736,2419,5,18636296,2373
1989,11,49,659,591,-9,0,18636296,2736,2419,5,18636296,2077
1989,11,50,406,356,2,0,18636296,2736,2419,5,18636296,2330
1990,11,46,713,639,11,1,18898034,2651,2312,5,18898034,1938
1990,11,47,604,514,-2,1,18898034,2651,2312,5,18898034,2047
1990,11,48,360,308,-3,1,18898034,2651,2312,5,18898034,2291
1990,11,49,659,571,-248,1,18898034,2651,2312,5,18898034,1992
1990,11,50,315,280,-91,1,18898034,2651,2312,5,18898034,2336
1991,11,46,719,625,5,1,19163447,2665,2346,5,19163447,1946
1991,11,47,606,545,3,1,19163447,2665,2346,5,19163447,2059
1991,11,48,360,322,0,1,19163447,2665,2346,5,19163447,2305
1991,11,49,664,583,5,1,19163447,2665,2346,5,19163447,2001
1991,11,50,316,271,-297,1,19163447,2665,2346,5,19163447,2349
1992,11,46,731,656,13,1,19432588,2688,2350,5,19432588,1957
1992,11,47,616,527,9,1,19432588,2688,2350,5,19432588,2072
1992,11,48,359,319,0,1,19432588,2688,2350,5,19432588,2329
1992,11,49,671,583,7,1,19432588,2688,2350,5,19432588,2017
1992,11,50,311,265,-5,1,19432588,2688,2350,5,19432588,2377
1993,11,46,735,630,3,1,19705509,2823,2464,5,19705509,2088
1993,11,47,747,668,132,1,19705509,2823,2464,5,19705509,2076
1993,11,48,361,308,2,1,19705509,2823,2464,5,19705509,2462
1993,11,49,669,590,-1,1,19705509,2823,2464,5,19705509,2154
1993,11,50,311,268,0,1,19705509,2823,2464,5,19705509,2512
1994,11,46,842,735,128,1,19982263,2941,2572,5,19982263,2099
1994,11,47,763,678,16,1,19982263,2941,2572,5,19982263,2178
1994,11,48,355,313,204,1,19982263,2941,2572,5,19982263,2586
1994,11,49,669,573,0,1,19982263,2941,2572,5,19982263,2272
1994,11,50,312,273,2,1,19982263,2941,2572,5,19982263,2629
1995,11,46,855,749,13,1,20262904,3125,2735,5,20262904,2270
1995,11,47,927,800,164,1,20262904,3125,2735,5,20262904,2198
1995,11,48,352,311,-3,1,20262904,3125,2735,5,20262904,2773
1995,11,49,677,594,7,1,20262904,3125,2735,5,20262904,2448
1995,11,50,314,281,1,1,20262904,3125,2735,5,20262904,2811
1996,11,46,854,729,-1,1,20547486,3105,2709,5,20547486,2251
1996,11,47,905,791,-21,1,20547486,3105,2709,5,20547486,2200
1996,11,48,353,306,1,1,20547486,3105,2709,5,20547486,2752
1996,11,49,676,602,-1,1,20547486,3105,2709,5,20547486,2429
1996,11,50,317,281,3,1,20547486,3105,2709,5,20547486,2788
1997,11,46,868,745,13,1,20836066,3088,2678,5,20836066,2220
1997,11,47,917,787,11,1,20836066,3088,2678,5,20836066,2171
1997,11,48,440,383,87,1,20836066,3088,2678,5,20836066,2648
1997,11,49,667,596,-9,1,20836066,3088,2678,5,20836066,2421
1997,11,50,196,167,-121,1,20836066,3088,2678,5,20836066,2892
1998,11,46,874,762,7,1,21128698,3100,2726,5,21128698,2226
1998,11,47,927,826,11,1,21128698,3100,2726,5,21128698,2173
1998,11,48,438,393,-2,1,21128698,3100,2726,5,21128698,2662
1998,11,49,664,575,-3,1,21128698,3100,2726,5,21128698,2436
1998,11,50,197,170,1,1,21128698,3100,2726,5,21128698,2903
1980,12,51,1190,1025,0,0,16826722,3652,3150,5,16826722,2462
1980,12,52,537,461,0,0,16826722,3652,3150,5,16826722,3115
1980,12,53,655,564,0,0,16826722,3652,3150,5,16826722,2997
1980,12,54,663,576,0,0,16826722,3652,3150,5,16826722,2989
1980,12,55,607,524,0,0,16826722,3652,3150,5,16826722,3045
1981,12,51,1200,1057,10,0,17060958,3633,3159,5,17060958,2433
1981,12,52,543,478,5,0,17060958,3633,3159,5,17060958,3090
1981,12,53,650,557,-5,0,17060958,3633,3159,5,17060958,2983
1981,12,54,658,569,-4,0,17060958,3633,3159,5,17060958,2975
1981,12,55,582,498,-25,0,17060958,3633,3159,5,17060958,3051
1982,12,51,1218,1092,17,0,17298454,3658,3228,5,17298454,2440
1982,12,52,545,476,3,0,17298454,3658,3228,5,17298454,3113
1982,12,53,643,560,-7,0,17298454,3658,3228,5,17298454,3015
1982,12,54,669,594,11,0,17298454,3658,3228,5,17298454,2989
1982,12,55,583,506,1,0,17298454,3658,3228,5,17298454,3075
1983,12,51,1220,1088,2,0,17539256,3621,3170,5,17539256,2401
1983,12,52,553,474,8,0,17539256,3621,3170,5,17539256,3068
1983,12,53,641,552,-2,0,17539256,3621,3170,5,17539256,2980
1983,12,54,669,590,0,0,17539256,3621,3170,5,17539256,2952
1983,12,55,538,466,-45,0,17539256,3621,3170,5,17539256,3083
1984,12,51,1233,1069,13,0,17783410,3626,3168,5,17783410,2393
1984,12,52,551,480,-2,0,17783410,3626,3168,5,17783410,3075
1984,12,53,644,559,4,0,17783410,3626,3168,5,17783410,2982
1984,12,54,660,589,-9,0,17783410,3626,3168,5,17783410,2966
1984,12,55,538,471,0,0,17783410,3626,3168,5,17783410,3088
1985,12,51,1225,1058,-8,0,18030963,3624,3142,5,18030963,2399
1985,12,52,556,474,4,0,18030963,3624,3142,5,18030963,3068
1985,12,53,652,560,8,0,18030963,3624,3142,5,18030963,2972
1985,12,54,661,579,1,0,18030963,3624,3142,5,18030963,2963
1985,12,55,530,471,-7,0,18030963,3624,3142,5,18030963,3094
1986,12,51,1189,1051,-35,0,18281962,3590,3135,5,18281962,2401
1986,12,52,555,481,0,0,18281962,3590,3135,5,18281962,3035
1986,12,53,651,568,-2,0,18281962,3590,3135,5,18281962,2939
1986,12,54,663,566,2,0,18281962,3590,3135,5,18281962,2927
1986,12,55,532,469,1,0,18281962,3590,3135,5,18281962,3058
1987,12,51,1192,1071,3,0,18536456,3575,3162,5,18536456,2383
1987,12,52,548,483,-7,0,18536456,3575,3162,5,18536456,3027
1987,12,53,644,562,-6,0,18536456,3575,3162,5,18536456,2931
1987,12,54,659,575,-5,0,18536456,3575,3162,5,18536456,2916
1987,12,55,532,471,0,0,18536456,3575,3162,5,18536456,3043
1988,12,51,1167,1028,-25,0,18794491,3642,3208,5,18794491,2475
1988,12,52,650,570,102,0,18794491,3642,3208,5,18794491,2992
1988,12,53,639,559,-5,0,18794491,3642,3208,5,18794491,3003
1988,12,54,666,589,7,0,18794491,3642,3208,5,18794491,2976
1988,12,55,520,462,-11,0,18794491,3642,3208,5,18794491,3122
1989,12,51,1151,1019,-16,0,19056119,3624,3157,5,19056119,2473
1989,12,52,643,558,-7,0,19056119,3624,3157,5,19056119,2981
1989,12,53,643,551,3,0,19056119,3624,3157,5,19056119,2981
1989,12,54,666,579,0,0,19056119,3624,3157,5,19056119,2958
1989,12,55,521,450,0,0,19056119,3624,3157,5,19056119,3103
1990,12,51,1153,1003,2,1,19321389,3765,3284,5,19321389,2612
1990,12,52,648,577,5,1,19321389,3765,3284,5,19321389,3117
1990,12,53,650,571,8,1,19321389,3765,3284,5,19321389,3115
1990,12,54,671,581,5,1,19321389,3765,3284,5,19321389,3094
1990,12,55,643,552,122,1,19321389,3765,3284,5,19321389,3122
1991,12,51,1152,1009,-1,1,19590351,3709,3249,5,19590351,2557
1991,12,52,647,563,0,1,19590351,3709,3249,5,19590351,3062
1991,12,53,653,582,3,1,19590351,3709,3249,5,19590351,3056
1991,12,54,673,574,2,1,19590351,3709,3249,5,19590351,3036
1991,12,55,584,521,-59,1,19590351,3709,3249,5,19590351,3125
1992,12,51,1140,1007,-12,1,19863057,3701,3250,5,19863057,2561
1992,12,52,648,565,0,1,19863057,3701,3250,5,19863057,3053
1992,12,53,653,580,-1,1,19863057,3701,3250,5,19863057,3048
1992,12,54,676,580,3,1,19863057,3701,3250,5,19863057,3025
1992,12,55,584,518,0,1,19863057,3701,3250,5,19863057,3117
1993,12,51,1134,990,-6,1,20139560,3707,3254,5,20139560,2573
1993,12,52,652,584,4,1,20139560,3707,3254,5,20139560,3055
1993,12,53,657,580,5,1,20139560,3707,3254,5,20139560,3050
1993,12,54,678,601,2,1,20139560,3707,3254,5,20139560,3029
1993,12,55,586,499,2,1,20139560,3707,3254,5,20139560,3121
1994,12,51,1136,966,3,1,20419912,3711,3197,5,20419912,2575
1994,12,52,647,568,-5,1,20419912,3711,3197,5,20419912,3064
1994,12,53,663,576,6,1,20419912,3711,3197,5,20419912,3048
1994,12,54,681,580,3,1,20419912,3711,3197,5,20419912,3030
1994,12,55,584,507,-2,1,20419912,3711,3197,5,20419912,3127
1995,12,51,1152,992,15,1,20704166,3639,3150,5,20704166,2487
1995,12,52,632,551,-15,1,20704166,3639,3150,5,20704166,3007
1995,12,53,666,581,2,1,20704166,3639,3150,5,20704166,2973
1995,12,54,605,517,-75,1,20704166,3639,3150,5,20704166,3034
1995,12,55,584,509,0,1,20704166,3639,3150,5,20704166,3055
1996,12,51,1131,1012,-21,1,20992377,3614,3198,5,20992377,2483
1996,12,52,631,548,-1,1,20992377,3614,3198,5,20992377,2983
1996,12,53,663,596,-2,1,20992377,3614,3198,5,20992377,2951
1996,12,54,608,527,3,1,20992377,3614,3198,5,20992377,3006
1996,12,55,581,515,-3,1,20992377,3614,3198,5,20992377,3033
1997,12,51,1129,961,-163,1,21284600,3626,3130,5,21284600,2497
1997,12,52,536,465,-95,1,21284600,3626,3130,5,21284600,3090
1997,12,53,670,586,6,1,21284600,3626,3130,5,21284600,2956
1997,12,54,708,622,100,1,21284600,3626,3130,5,21284600,2918
1997,12,55,583,496,2,1,21284600,3626,3130,5,21284600,3043
1998,12,51,1127,970,-1,1,21580891,3614,3141,5,21580891,2487
1998,12,52,528,458,-8,1,21580891,3614,3141,5,21580891,3086
1998,12,53,664,584,-6,1,21580891,3614,3141,5,21580891,2950
1998,12,54,709,612,1,1,21580891,3614,3141,5,21580891,2905
1998,12,55,586,517,3,1,21580891,3614,3141,5,21580891,3028
1980,13,56,1185,1020,0,0,7483725,5384,4674,5,7483725,4199
1980,13,57,801,682,0,0,7483725,5384,4674,5,7483725,4583
1980,13,58,954,828,0,0,7483725,5384,4674,5,7483725,4430
1980,13,59,1358,1194,0,0,7483725,5384,4674,5,7483725,4026
1980,13,60,1086,950,0,0,7483725,5384,4674,5,7483725,4298
1981,13,56,1181,1051,-4,0,7592338,5358,4725,5,7592338,4177
1981,13,57,794,711,-7,0,7592338,5358,4725,5,7592338,4564
1981,13,58,952,826,161,0,7592338,5358,4725,5,7592338,4406
1981,13,59,1357,1190,-1,0,7592338,5358,4725,5,7592338,4001
1981,13,60,1074,947,-12,0,7592338,5358,4725,5,7592338,4284
1982,13,56,1181,1006,0,0,7702527,5221,4528,5,7702527,4040
1982,13,57,675,578,-119,0,7702527,5221,4528,5,7702527,4546
1982,13,58,950,823,-1,0,7702527,5221,4528,5,7702527,4271
1982,13,59,1354,1174,-3,0,7702527,5221,4528,5,7702527,3867
1982,13,60,1061,947,-13,0,7702527,5221,4528,5,7702527,4160
1983,13,56,1160,1006,-20,0,7814316,5176,4527,5,7814316,4016
1983,13,57,687,599,11,0,7814316,5176,4527,5,7814316,4489
1983,13,58,936,810,-15,0,7814316,5176,4527,5,7814316,4240
1983,13,59,1355,1201,2,0,7814316,5176,4527,5,7814316,3821
1983,13,60,1038,911,2,0,7814316,5176,4527,5,7814316,4138
1984,13,56,1159,986,-1,0,7927728,5174,4447,5,7927728,4015
1984,13,57,690,605,3,0,7927728,5174,4447,5,7927728,4484
1984,13,58,920,784,-15,0,7927728,5174,4447,5,7927728,4254
1984,13,59,1367,1183,12,0,7927728,5174,4447,5,7927728,3807
1984,13,60,1038,889,0,0,7927728,5174,4447,5,7927728,4136
1985,13,56,1160,1008,1,0,8042785,5292,4620,5,8042785,4132
1985,13,57,597,514,-92,0,8042785,5292,4620,5,8042785,4695
1985,13,58,933,813,13,0,8042785,5292,4620,5,8042785,4359
1985,13,59,1375,1224,8,0,8042785,5292,4620,5,8042785,3917
1985,13,60,1227,1061,190,0,8042785,5292,4620,5,8042785,4065
1986,13,56,1189,1017,29,0,8159512,5275,4569,5,8159512,4086
1986,13,57,602,517,4,0,8159512,5275,4569,5,8159512,4673
1986,13,58,887,782,-46,0,8159512,5275,4569,5,8159512,4388
1986,13,59,1370,1195,-5,0,8159512,5275,4569,5,8159512,3905
1986,13,60,1227,1058,-1,0,8159512,5275,4569,5,8159512,4048
1987,13,56,1200,1069,11,0,8277933,5333,4679,5,8277933,4133
1987,13,57,603,520,1,0,8277933,5333,4679,5,8277933,4730
1987,13,58,897,793,10,0,8277933,5333,4679,5,8277933,4436
1987,13,59,1399,1218,28,0,8277933,5333,4679,5,8277933,3934
1987,13,60,1234,1079,7,0,8277933,5333,4679,5,8277933,4099
1988,13,56,1188,1031,-12,0,8398073,5277,4589,5,8398073,4089
1988,13,57,545,487,-58,0,8398073,5277,4589,5,8398073,4732
1988,13,58,897,797,0,0,8398073,5277,4589,5,8398073,4380
1988,13,59,1404,1216,5,0,8398073,5277,4589,5,8398073,3873
1988,13,60,1243,1058,9,0,8398073,5277,4589,5,8398073,4034
1989,13,56,1182,1026,-6,0,8519956,5238,4571,5,8519956,4056
1989,13,57,540,475,-5,0,8519956,5238,4571,5,8519956,4698
1989,13,58,887,786,-10,0,8519956,5238,4571,5,8519956,4351
1989,13,59,1388,1211,-15,0,8519956,5238,4571,5,8519956,3850
1989,13,60,1241,1073,-2,0,8519956,5238,4571,5,8519956,3997
1990,13,56,1189,1033,7,1,8643608,5293,4648,5,8643608,4104
1990,13,57,534,475,-6,1,8643608,5293,4648,5,8643608,4759
1990,13,58,875,778,-12,1,8643608,5293,4648,5,8643608,4418
1990,13,59,1450,1247,62,1,8643608,5293,4648,5,8643608,3843
1990,13,60,1245,1115,4,1,8643608,5293,4648,5,8643608,4048
1991,13,56,1201,1020,12,1,8769055,5270,4606,5,8769055,4069
1991,13,57,525,463,-9,1,8769055,5270,4606,5,8769055,4745
1991,13,58,885,767,10,1,8769055,5270,4606,5,8769055,4385
1991,13,59,1457,1309,6,1,8769055,5270,4606,5,8769055,3813
1991,13,60,1202,1047,-43,1,8769055,5270,4606,5,8769055,4068
1992,13,56,1221,1081,21,1,8896323,5295,4670,5,8896323,4074
1992,13,57,531,477,5,1,8896323,5295,4670,5,8896323,4764
1992,13,58,878,755,-7,1,8896323,5295,4670,5,8896323,4417
1992,13,59,1485,1320,29,1,8896323,5295,4670,5,8896323,3810
1992,13,60,1180,1037,-21,1,8896323,5295,4670,5,8896323,4115
1993,13,56,1217,1080,-4,1,9025438,5464,4878,5,9025438,4247
1993,13,57,543,479,12,1,9025438,5464,4878,5,9025438,4921
1993,13,58,876,781,-2,1,9025438,5464,4878,5,9025438,4588
1993,13,59,1489,1339,4,1,9025438,5464,4878,5,9025438,3975
1993,13,60,1339,1199,158,1,9025438,5464,4878,5,9025438,4125
1994,13,56,1236,1090,19,1,9156426,5495,4852,5,9156426,4259
1994,13,57,543,475,0,1,9156426,5495,4852,5,9156426,4952
1994,13,58,870,760,-6,1,9156426,5495,4852,5,9156426,4625
1994,13,59,1510,1332,21,1,9156426,5495,4852,5,9156426,3985
1994,13,60,1336,1195,-2,1,9156426,5495,4852,5,9156426,4159
1995,13,56,1246,1104,10,1,9289316,5529,4849,5,9289316,4283
1995,13,57,559,480,16,1,9289316,5529,4849,5,9289316,4970
1995,13,58,869,778,0,1,9289316,5529,4849,5,9289316,4660
1995,13,59,1517,1343,7,1,9289316,5529,4849,5,9289316,4012
1995,13,60,1338,1144,2,1,9289316,5529,4849,5,9289316,4191
1996,13,56,1248,1089,2,1,9424134,5546,4798,5,9424134,4298
1996,13,57,550,470,-8,1,9424134,5546,4798,5,9424134,4996
1996,13,58,878,760,9,1,9424134,5546,4798,5,9424134,4668
1996,13,59,1516,1302,-1,1,9424134,5546,4798,5,9424134,4030
1996,13,60,1354,1177,16,1,9424134,5546,4798,5,9424134,4192
1997,13,56,1227,1070,-21,1,9560909,5523,4825,5,9560909,4296
1997,13,57,550,488,0,1,9560909,5523,4825,5,9560909,4973
1997,13,58,865,740,-13,1,9560909,5523,4825,5,9560909,4658
1997,13,59,1519,1329,3,1,9560909,5523,4825,5,9560909,4004
1997,13,60,1362,1198,9,1,9560909,5523,4825,5,9560909,4161
1998,13,56,1224,1069,-3,1,9699669,5586,4860,5,9699669,4362
1998,13,57,530,451,-20,1,9699669,5586,4860,5,9699669,5056
1998,13,58,866,763,2,1,9699669,5586,4860,5,9699669,4720
1998,13,59,1549,1350,30,1,9699669,5586,4860,5,9699669,4037
1998,13,60,1417,1227,55,1,9699669,5586,4860,5,9699669,4169
1980,14,61,1023,918,0,0,19659682,2801,2483,3,19659682,1778
1980,14,62,722,647,0,0,19659682,2801,2483,3,19659682,2079
1980,14,63,1056,918,0,0,19659682,2801,2483,3,19659682,1745
1981,14,61,1019,866,-4,0,19981707,2791,2405,3,19981707,1772
1981,14,62,715,620,-6,0,19981707,2791,2405,3,19981707,2076
1981,14,63,1057,919,1,0,19981707,2791,2405,3,19981707,1734
1982,14,61,1017,882,-2,0,20309007,2803,2448,3,20309007,1786
1982,14,62,722,635,6,0,20309007,2803,2448,3,20309007,2081
1982,14,63,1064,931,7,0,20309007,2803,2448,3,20309007,1739
1983,14,61,1022,895,4,0,20641669,2813,2486,3,20641669,1791
1983,14,62,718,634,-4,0,20641669,2813,2486,3,20641669,2095
1983,14,63,1073,957,9,0,20641669,2813,2486,3,20641669,1740
1984,14,61,1018,902,-4,0,20979779,2814,2511,3,20979779,1796
1984,14,62,728,651,10,0,20979779,2814,2511,3,20979779,2086
1984,14,63,1068,958,-5,0,20979779,2814,2511,3,20979779,1746
1985,14,61,1005,864,-13,0,21323427,2794,2429,3,21323427,1789
1985,14,62,721,616,-7,0,21323427,2794,2429,3,21323427,2073
1985,14,63,1068,949,0,0,21323427,2794,2429,3,21323427,1726
1986,14,61,1018,891,13,0,21672705,2810,2439,3,21672705,1792
1986,14,62,725,623,4,0,21672705,2810,2439,3,21672705,2085
1986,14,63,1067,925,-1,0,21672705,2810,2439,3,21672705,1743
1987,14,61,1026,920,8,0,22027704,2809,2482,3,22027704,1783
1987,14,62,723,622,-2,0,22027704,2809,2482,3,22027704,2086
1987,14,63,1060,940,-7,0,22027704,2809,2482,3,22027704,1749
1988,14,61,1038,917,11,0,22388517,2815,2474,3,22388517,1777
1988,14,62,725,653,2,0,22388517,2815,2474,3,22388517,2090
1988,14,63,1052,904,-8,0,22388517,2815,2474,3,22388517,1763
1989,14,61,1036,914,-2,0,22755241,2824,2490,3,22755241,1788
1989,14,62,730,634,4,0,22755241,2824,2490,3,22755241,2094
1989,14,63,1058,942,6,0,22755241,2824,2490,3,22755241,1766
1990,14,61,1026,909,-10,1,23127971,2832,2463,3,23127971,1806
1990,14,62,774,662,45,1,23127971,2832,2463,3,23127971,2058
1990,14,63,1032,892,-26,1,23127971,2832,2463,3,23127971,1800
1991,14,61,1025,884,-2,1,23506807,2841,2486,3,23506807,1816
1991,14,62,769,667,-5,1,23506807,2841,2486,3,23506807,2072
1991,14,63,1047,935,16,1,23506807,2841,2486,3,23506807,1794
1992,14,61,1041,936,17,1,23891849,2860,2529,3,23891849,1819
1992,14,62,766,657,-3,1,23891849,2860,2529,3,23891849,2094
